customer_id,age,job,marital,education,default,balance,home_loan,personal_loan,contact,deposit
84,39,management,married,secondary,no,2981,no,no,cellular,yes
85,43,technician,married,secondary,no,4056,no,no,cellular,no
86,31,admin.,married,secondary,no,1130,yes,no,cellular,no
87,31,management,married,tertiary,no,1384,yes,no,cellular,no
88,42,unknown,single,unknown,yes,61,no,no,unknown,no
89,41,technician,married,tertiary,no,-15,yes,no,cellular,no
90,39,blue-collar,single,secondary,no,169,yes,no,unknown,no
91,29,technician,single,tertiary,no,0,yes,no,cellular,yes
92,54,technician,married,unknown,no,240,yes,no,cellular,yes
93,26,blue-collar,single,secondary,no,428,no,yes,cellular,no
94,45,admin.,married,secondary,no,3006,no,no,cellular,yes
95,37,management,married,tertiary,no,7100,no,no,cellular,no
96,30,management,married,tertiary,no,1221,yes,no,telephone,yes
97,29,entrepreneur,married,secondary,no,714,yes,yes,cellular,yes
98,51,blue-collar,married,secondary,no,33,no,yes,unknown,yes
99,41,entrepreneur,married,primary,no,39,yes,no,cellular,yes
100,36,technician,single,secondary,no,1228,yes,no,cellular,yes
101,78,retired,married,unknown,no,3208,no,no,telephone,yes
102,31,management,single,tertiary,no,9421,no,no,cellular,yes
103,30,management,single,tertiary,no,3779,no,no,cellular,yes
104,36,management,single,tertiary,no,442,yes,yes,cellular,no
105,44,technician,married,primary,no,755,no,yes,cellular,yes
106,77,retired,married,primary,no,3324,no,no,cellular,yes
107,46,technician,divorced,secondary,no,111,yes,no,cellular,no
108,25,technician,single,secondary,no,1199,no,no,cellular,yes
109,32,housemaid,married,primary,no,-184,yes,no,cellular,no
110,53,services,divorced,secondary,no,0,no,no,cellular,yes
111,36,services,married,secondary,no,526,yes,no,cellular,no
112,37,management,married,tertiary,no,2283,no,no,cellular,yes
113,41,entrepreneur,married,secondary,no,707,no,no,unknown,yes
114,34,blue-collar,divorced,secondary,no,1125,yes,yes,cellular,no
115,32,management,married,tertiary,no,1388,yes,no,cellular,yes
116,30,entrepreneur,single,primary,no,0,yes,yes,unknown,yes
117,49,blue-collar,married,secondary,no,141,no,no,cellular,no
118,25,student,single,secondary,no,348,no,no,cellular,yes
119,37,blue-collar,married,secondary,no,374,yes,no,unknown,no
120,50,technician,married,secondary,no,416,yes,no,unknown,yes
121,46,technician,married,unknown,no,605,yes,no,cellular,no
122,52,unemployed,married,secondary,no,5091,no,no,cellular,no
123,30,blue-collar,single,secondary,no,148,no,no,cellular,no
124,42,management,married,tertiary,no,144,no,no,cellular,yes
125,48,blue-collar,married,secondary,no,7408,no,yes,cellular,no
126,47,technician,married,secondary,no,0,no,no,unknown,no
127,31,technician,single,secondary,no,2388,no,no,cellular,no
128,25,blue-collar,single,primary,no,2483,no,no,cellular,yes
129,24,student,single,tertiary,no,834,no,no,cellular,yes
130,60,management,married,secondary,no,0,no,no,cellular,no
131,55,retired,married,primary,no,2,no,no,unknown,no
132,58,unemployed,married,secondary,no,687,yes,no,cellular,yes
133,42,management,married,tertiary,no,294,no,no,cellular,yes
134,43,management,divorced,unknown,no,7702,no,no,cellular,yes
135,34,management,married,tertiary,no,520,yes,no,cellular,yes
136,34,management,married,tertiary,no,118,no,yes,telephone,no
137,30,blue-collar,single,secondary,no,228,no,no,cellular,no
138,62,retired,married,secondary,no,3114,no,no,cellular,yes
139,33,management,married,tertiary,no,22867,yes,no,cellular,no
140,35,services,married,tertiary,no,4564,no,no,cellular,no
141,40,blue-collar,divorced,secondary,no,-426,no,yes,unknown,no
142,32,admin.,single,secondary,no,4344,yes,no,cellular,no
143,59,retired,married,primary,no,0,yes,no,cellular,no
144,60,retired,divorced,secondary,no,514,no,no,cellular,yes
145,54,blue-collar,married,secondary,no,506,yes,no,cellular,no
146,55,unemployed,married,secondary,no,1436,yes,no,cellular,no
147,29,unemployed,single,secondary,no,1055,no,no,cellular,yes
148,46,technician,married,secondary,no,536,yes,no,unknown,yes
149,86,retired,divorced,unknown,no,157,no,no,telephone,no
150,32,blue-collar,married,secondary,yes,-238,yes,no,unknown,no
151,40,blue-collar,married,secondary,no,10,yes,no,unknown,yes
152,35,blue-collar,married,primary,no,105,yes,no,unknown,no
153,60,management,married,tertiary,no,79,no,no,unknown,no
154,77,retired,married,primary,no,2590,no,no,telephone,yes
155,42,services,single,secondary,no,3403,yes,no,cellular,yes
156,30,admin.,single,secondary,no,313,yes,no,cellular,yes
157,40,admin.,married,secondary,no,-666,yes,no,unknown,no
158,34,blue-collar,single,primary,no,79,no,no,telephone,yes
159,53,retired,married,secondary,no,665,yes,no,cellular,yes
160,23,student,single,secondary,no,1809,no,no,cellular,yes
161,30,management,single,tertiary,yes,35,no,no,cellular,no
162,40,technician,divorced,tertiary,no,568,yes,no,unknown,yes
163,30,management,married,tertiary,no,1942,yes,yes,cellular,yes
164,32,entrepreneur,married,tertiary,no,0,yes,yes,cellular,no
165,32,blue-collar,single,secondary,no,435,yes,no,unknown,no
166,47,admin.,single,secondary,no,594,yes,no,unknown,no
167,54,management,divorced,tertiary,no,5475,no,no,cellular,yes
168,44,services,married,secondary,no,191,yes,yes,cellular,no
169,35,technician,married,tertiary,no,432,no,no,cellular,no
170,30,technician,married,secondary,no,289,yes,no,cellular,yes
171,28,technician,single,tertiary,no,0,yes,no,cellular,no
172,53,blue-collar,married,secondary,no,-76,no,no,cellular,no
173,37,blue-collar,married,unknown,no,-1050,yes,no,unknown,no
174,38,technician,single,tertiary,no,0,no,no,cellular,no
175,42,management,married,tertiary,no,6060,yes,no,cellular,yes
176,25,services,single,secondary,no,594,no,no,cellular,yes
177,58,housemaid,married,primary,no,1310,yes,yes,cellular,no
178,35,technician,single,secondary,no,1227,no,no,cellular,yes
179,38,blue-collar,single,secondary,no,-56,yes,yes,unknown,no
180,52,management,married,tertiary,no,4675,no,no,cellular,yes
181,32,management,single,tertiary,no,3283,no,no,cellular,yes
182,35,management,divorced,tertiary,no,26,no,no,cellular,yes
183,24,admin.,single,secondary,no,166,no,no,cellular,yes
184,26,self-employed,single,tertiary,no,2857,no,no,cellular,yes
185,52,admin.,married,secondary,no,722,no,no,cellular,no
186,32,management,single,tertiary,no,0,no,no,cellular,no
187,50,management,married,tertiary,no,3463,no,yes,cellular,yes
188,43,services,married,tertiary,no,4216,no,no,cellular,yes
189,41,unknown,single,tertiary,no,1567,no,no,cellular,no
190,43,blue-collar,single,secondary,no,740,yes,no,unknown,yes
191,56,blue-collar,married,primary,no,827,yes,no,telephone,yes
192,33,technician,single,secondary,no,18,no,no,cellular,no
193,56,management,married,tertiary,no,12356,yes,no,cellular,yes
194,28,admin.,single,unknown,no,24,yes,no,cellular,yes
195,32,services,married,secondary,no,250,yes,no,unknown,no
196,38,housemaid,divorced,secondary,no,70,no,no,cellular,yes
197,80,retired,divorced,primary,no,235,no,no,cellular,yes
198,45,services,single,secondary,no,1515,no,no,unknown,no
199,34,services,single,secondary,no,528,yes,no,cellular,yes
200,56,admin.,married,secondary,no,510,yes,no,cellular,no
201,30,blue-collar,divorced,secondary,yes,457,yes,no,unknown,no
202,18,student,single,primary,no,608,no,no,cellular,yes
203,33,blue-collar,married,primary,no,3868,yes,no,unknown,no
204,37,blue-collar,married,secondary,no,-97,yes,no,unknown,no
205,36,blue-collar,married,primary,no,408,yes,yes,unknown,yes
206,62,housemaid,married,unknown,no,2021,no,no,telephone,yes
207,36,management,divorced,tertiary,no,81,no,yes,cellular,yes
208,60,management,married,tertiary,no,2281,no,no,cellular,yes
209,38,technician,single,tertiary,no,110,no,no,unknown,yes
210,36,management,single,tertiary,no,1379,no,no,cellular,yes
211,52,blue-collar,married,secondary,no,1319,no,no,telephone,no
212,48,blue-collar,divorced,primary,no,2677,no,no,unknown,no
213,61,retired,married,tertiary,no,2557,yes,no,cellular,yes
214,55,technician,married,tertiary,no,1320,no,no,cellular,yes
215,38,services,married,tertiary,no,0,yes,no,cellular,no
216,41,technician,married,secondary,no,10438,yes,no,telephone,no
217,38,technician,single,tertiary,no,5122,yes,no,cellular,no
218,46,management,married,secondary,no,5127,no,no,cellular,no
219,36,services,married,secondary,no,11650,yes,no,telephone,yes
220,31,blue-collar,married,secondary,no,1660,yes,no,cellular,no
221,44,self-employed,married,unknown,no,680,yes,no,telephone,no
222,55,management,married,unknown,no,1504,yes,no,cellular,yes
223,72,self-employed,married,tertiary,no,132,no,no,cellular,yes
224,59,retired,single,secondary,no,2,no,no,telephone,yes
225,33,technician,married,tertiary,no,16992,yes,no,unknown,no
226,59,retired,married,tertiary,no,1296,no,no,cellular,no
227,54,technician,divorced,secondary,no,2156,yes,no,cellular,yes
228,40,unemployed,single,tertiary,no,7968,no,no,cellular,yes
229,36,unemployed,divorced,secondary,no,8267,no,no,unknown,no
230,26,student,single,tertiary,no,10086,no,no,cellular,yes
231,28,services,single,secondary,no,373,yes,no,cellular,no
232,31,admin.,single,secondary,no,523,no,yes,cellular,no
233,48,services,divorced,secondary,no,62,yes,no,cellular,no
234,30,services,divorced,secondary,no,1336,yes,no,cellular,no
235,52,blue-collar,married,secondary,no,5275,no,yes,cellular,no
236,57,unknown,married,unknown,no,19268,no,no,unknown,yes
237,60,blue-collar,married,primary,no,631,no,no,cellular,yes
238,48,management,divorced,tertiary,no,1401,yes,no,unknown,no
239,47,management,single,tertiary,no,86,no,no,cellular,yes
240,26,technician,married,secondary,no,370,no,yes,cellular,yes
241,36,technician,single,secondary,no,301,yes,yes,cellular,no
242,34,technician,married,tertiary,no,100,no,no,cellular,no
243,57,unemployed,married,secondary,no,3754,no,no,cellular,yes
244,36,self-employed,single,tertiary,no,-103,yes,yes,telephone,yes
245,42,self-employed,married,secondary,no,0,no,no,cellular,no
246,21,student,single,primary,no,8278,no,no,cellular,yes
247,30,services,single,secondary,no,1824,yes,no,cellular,no
248,54,management,married,tertiary,no,203,no,no,cellular,no
249,38,management,single,tertiary,no,633,no,no,cellular,no
250,59,management,married,primary,no,396,yes,no,unknown,no
251,31,blue-collar,divorced,secondary,no,1125,no,yes,unknown,no
252,37,management,single,tertiary,no,2173,no,no,cellular,no
253,30,management,single,tertiary,no,3473,no,no,cellular,yes
254,32,services,divorced,tertiary,no,376,yes,no,unknown,no
255,49,management,married,tertiary,no,1,no,no,telephone,yes
256,52,housemaid,married,secondary,no,234,no,no,cellular,no
257,30,management,single,tertiary,no,222,no,yes,cellular,no
258,49,services,married,secondary,no,280,yes,no,telephone,no
259,46,technician,single,secondary,no,5862,no,no,cellular,yes
260,35,management,single,tertiary,no,1750,yes,no,cellular,yes
261,38,management,married,tertiary,yes,327,yes,yes,cellular,yes
262,51,blue-collar,married,primary,no,3764,no,no,telephone,yes
263,30,technician,single,tertiary,no,3,yes,no,unknown,no
264,38,blue-collar,married,primary,no,3419,yes,no,unknown,no
265,35,technician,married,secondary,no,128,no,yes,cellular,no
266,31,services,married,secondary,no,2050,yes,no,cellular,no
267,48,admin.,single,secondary,no,479,yes,yes,unknown,no
268,29,services,single,primary,no,339,no,no,unknown,yes
269,37,housemaid,married,secondary,no,7433,no,yes,cellular,yes
270,45,admin.,married,secondary,no,111,yes,no,cellular,no
271,28,self-employed,single,tertiary,no,160,no,no,unknown,yes
272,25,student,single,secondary,no,2354,no,no,cellular,yes
273,31,self-employed,married,tertiary,no,168,no,no,cellular,yes
274,43,blue-collar,married,secondary,no,833,no,no,cellular,no
275,31,services,married,secondary,no,428,yes,no,unknown,no
276,24,admin.,single,tertiary,no,674,yes,no,cellular,yes
277,36,technician,married,primary,no,1653,yes,yes,unknown,no
278,52,entrepreneur,single,tertiary,no,3469,yes,no,cellular,yes
279,43,self-employed,married,tertiary,no,3157,no,no,cellular,no
280,53,blue-collar,single,secondary,no,1004,no,no,cellular,yes
281,50,blue-collar,divorced,primary,no,15,yes,no,cellular,no
282,50,management,married,tertiary,no,400,no,no,cellular,no
283,56,technician,married,tertiary,no,1181,no,no,cellular,yes
284,37,technician,married,secondary,no,480,no,no,cellular,yes
285,28,management,single,secondary,no,703,yes,no,cellular,yes
286,41,blue-collar,married,primary,no,201,yes,no,cellular,yes
287,32,technician,single,secondary,no,287,yes,no,unknown,no
288,61,retired,married,secondary,no,523,no,no,cellular,yes
289,24,admin.,single,secondary,no,1295,no,no,cellular,yes
290,26,admin.,single,secondary,yes,-930,yes,no,cellular,yes
291,32,technician,single,tertiary,no,0,yes,yes,cellular,yes
292,58,admin.,married,secondary,no,1464,yes,yes,unknown,no
293,25,blue-collar,single,secondary,no,0,no,no,cellular,yes
294,31,services,married,secondary,no,71,yes,no,cellular,no
295,31,blue-collar,married,secondary,no,43,yes,no,unknown,no
296,29,admin.,divorced,secondary,no,1320,yes,yes,unknown,no
297,50,management,married,tertiary,no,5969,no,no,cellular,yes
298,49,services,single,secondary,no,459,yes,no,unknown,no
299,56,self-employed,married,unknown,no,0,no,no,cellular,no
300,39,entrepreneur,married,tertiary,no,350,yes,no,cellular,no
301,68,retired,divorced,primary,no,250,no,no,cellular,yes
302,45,entrepreneur,married,tertiary,no,20138,yes,no,cellular,yes
303,54,unemployed,married,secondary,no,1561,no,no,cellular,yes
304,45,management,married,tertiary,no,212,no,no,cellular,yes
305,34,technician,married,tertiary,no,7050,no,no,cellular,yes
306,55,blue-collar,married,primary,no,512,no,no,cellular,yes
307,59,technician,married,secondary,no,10925,no,no,cellular,yes
308,81,retired,divorced,primary,no,4321,no,no,cellular,no
309,39,services,married,secondary,no,2758,no,no,cellular,yes
310,36,management,divorced,secondary,no,1655,yes,no,cellular,no
311,30,admin.,single,secondary,no,915,yes,no,unknown,yes
312,57,blue-collar,married,secondary,no,2887,no,no,cellular,yes
313,60,housemaid,married,primary,no,517,no,no,unknown,no
314,44,management,married,tertiary,no,-1636,yes,yes,cellular,no
315,56,blue-collar,married,primary,no,1137,no,no,telephone,yes
316,29,admin.,single,secondary,no,2768,yes,no,unknown,no
317,30,technician,single,secondary,no,656,no,yes,unknown,no
318,25,student,single,secondary,no,3090,no,no,cellular,no
319,47,blue-collar,married,primary,no,4157,no,no,unknown,no
320,50,services,married,primary,no,5024,yes,yes,cellular,yes
321,31,management,married,tertiary,no,2344,yes,no,cellular,no
322,39,blue-collar,married,primary,no,-50,yes,no,cellular,no
323,60,blue-collar,married,primary,no,29184,no,no,telephone,no
324,37,admin.,married,tertiary,no,0,yes,no,cellular,no
325,37,blue-collar,single,secondary,no,292,no,no,unknown,no
326,32,management,single,tertiary,no,935,no,no,cellular,yes
327,35,management,married,tertiary,no,193,yes,no,cellular,yes
328,31,management,divorced,tertiary,no,-547,yes,yes,cellular,no
329,37,management,married,tertiary,no,1125,yes,no,unknown,no
330,40,services,divorced,primary,no,4,yes,no,cellular,no
331,36,blue-collar,married,secondary,no,536,yes,no,cellular,yes
332,37,management,divorced,tertiary,no,481,yes,no,cellular,no
333,31,housemaid,single,tertiary,no,596,no,no,telephone,no
334,66,retired,married,secondary,no,780,no,no,cellular,no
335,56,management,married,tertiary,no,563,yes,no,cellular,no
336,39,blue-collar,married,primary,no,-119,no,no,unknown,no
337,31,technician,single,secondary,no,373,no,no,cellular,no
338,30,services,married,secondary,no,292,yes,yes,cellular,no
339,55,technician,divorced,secondary,yes,284,yes,no,cellular,no
340,32,management,single,tertiary,no,311,no,no,unknown,yes
341,41,technician,married,secondary,no,978,no,no,cellular,no
342,41,blue-collar,single,primary,no,1618,yes,no,unknown,yes
343,51,blue-collar,married,primary,no,0,no,no,unknown,no
344,34,admin.,married,secondary,no,384,yes,no,cellular,no
345,34,technician,single,tertiary,no,2658,yes,no,cellular,no
346,29,technician,single,secondary,no,1612,yes,no,unknown,no
347,25,blue-collar,single,secondary,no,189,no,yes,cellular,yes
348,52,blue-collar,married,secondary,no,2230,no,no,cellular,yes
349,37,management,divorced,tertiary,no,122,yes,no,unknown,yes
350,49,management,married,secondary,no,1601,no,no,cellular,no
351,31,technician,single,secondary,no,253,no,no,cellular,no
352,42,management,married,tertiary,no,9916,yes,no,cellular,no
353,56,blue-collar,divorced,primary,no,-9,yes,yes,cellular,yes
354,44,management,single,tertiary,no,5063,no,no,cellular,yes
355,35,services,divorced,secondary,no,-504,no,no,cellular,no
356,46,management,married,tertiary,no,7331,no,no,cellular,yes
357,25,blue-collar,single,secondary,no,2007,no,no,cellular,yes
358,56,technician,married,secondary,no,1938,no,yes,cellular,yes
359,58,blue-collar,married,primary,no,73,no,no,unknown,no
360,41,entrepreneur,single,secondary,no,663,no,no,cellular,yes
361,26,technician,single,secondary,no,181,no,no,cellular,yes
362,32,technician,single,secondary,no,1279,yes,no,unknown,yes
363,34,technician,single,secondary,no,1279,yes,no,cellular,yes
364,41,technician,married,secondary,no,2990,yes,no,unknown,no
365,38,services,married,tertiary,no,1018,no,no,unknown,no
366,54,admin.,married,unknown,no,140,no,no,telephone,yes
367,57,management,married,primary,no,6900,no,no,cellular,yes
368,64,management,married,tertiary,no,5112,no,no,telephone,yes
369,57,unemployed,married,primary,no,0,yes,no,cellular,no
370,56,blue-collar,married,primary,no,826,yes,no,cellular,no
371,44,entrepreneur,married,secondary,no,860,yes,yes,cellular,no
372,32,self-employed,married,primary,no,286,yes,no,cellular,no
373,22,services,single,secondary,no,129,no,no,cellular,yes
374,32,blue-collar,single,secondary,no,413,yes,no,cellular,no
375,46,management,divorced,secondary,no,361,yes,no,unknown,no
376,26,services,single,secondary,no,110,no,no,cellular,yes
377,56,admin.,married,secondary,no,602,no,no,cellular,yes
378,40,management,married,tertiary,no,0,no,no,cellular,no
379,30,management,single,tertiary,no,533,no,no,cellular,yes
380,73,retired,married,primary,no,542,no,no,telephone,no
381,44,admin.,married,secondary,no,1696,no,no,unknown,no
382,49,admin.,married,secondary,no,3608,yes,no,cellular,yes
383,34,management,married,tertiary,no,250,no,no,cellular,no
384,39,technician,divorced,tertiary,yes,3,no,no,cellular,yes
385,41,blue-collar,married,primary,no,512,yes,no,unknown,no
386,40,blue-collar,married,secondary,no,1808,yes,no,cellular,yes
387,49,blue-collar,married,primary,no,399,no,no,cellular,no
388,30,admin.,single,secondary,no,255,no,no,cellular,yes
389,51,admin.,single,secondary,no,895,no,no,cellular,yes
390,24,self-employed,single,tertiary,no,2376,no,no,cellular,yes
391,37,management,married,primary,no,4721,no,no,telephone,no
392,32,management,single,tertiary,no,537,no,no,unknown,no
393,40,housemaid,married,secondary,no,949,no,no,cellular,no
394,29,student,single,tertiary,no,5,no,no,cellular,yes
395,40,blue-collar,married,primary,no,0,no,no,cellular,no
396,58,retired,married,secondary,no,255,no,no,unknown,no
397,48,services,married,secondary,no,2597,yes,no,cellular,no
398,39,technician,single,secondary,no,4646,yes,no,cellular,yes
399,33,technician,married,secondary,no,348,yes,no,cellular,no
400,42,technician,single,secondary,no,0,yes,no,unknown,no
401,32,blue-collar,single,secondary,no,118,yes,no,cellular,yes
402,44,blue-collar,married,secondary,no,776,yes,no,unknown,no
403,29,management,single,tertiary,no,2753,no,no,cellular,yes
404,49,technician,divorced,secondary,no,5,no,no,cellular,no
405,23,student,single,secondary,no,107,no,no,cellular,yes
406,36,services,married,secondary,no,394,no,no,cellular,yes
407,46,self-employed,married,secondary,no,548,no,no,cellular,yes
408,32,management,single,tertiary,no,1882,no,no,cellular,yes
409,41,self-employed,married,secondary,no,3123,yes,no,cellular,yes
410,22,student,single,secondary,no,216,no,no,cellular,yes
411,75,retired,married,tertiary,no,6027,no,no,cellular,yes
412,34,admin.,divorced,secondary,no,661,yes,no,cellular,yes
413,29,technician,married,secondary,no,1180,yes,no,cellular,yes
414,47,admin.,divorced,secondary,no,295,yes,no,unknown,yes
415,38,blue-collar,married,primary,no,178,yes,no,unknown,no
416,42,unemployed,married,secondary,no,1289,no,no,cellular,yes
417,21,blue-collar,single,secondary,no,2265,no,no,cellular,yes
418,36,services,married,secondary,no,380,yes,no,unknown,no
419,29,self-employed,single,tertiary,no,476,yes,no,cellular,yes
420,39,technician,married,tertiary,no,94,no,no,cellular,no
421,50,management,single,tertiary,no,3537,no,no,unknown,yes
422,58,services,married,secondary,no,818,no,no,cellular,no
423,48,admin.,married,secondary,no,156,no,no,cellular,yes
424,24,technician,single,secondary,no,135,yes,yes,cellular,no
425,40,admin.,married,secondary,no,0,yes,no,cellular,no
426,55,management,divorced,tertiary,no,9756,yes,no,cellular,yes
427,80,retired,married,primary,no,1021,no,no,telephone,no
428,51,technician,married,secondary,no,337,yes,no,cellular,no
429,54,technician,married,secondary,no,-315,no,yes,cellular,yes
430,43,management,married,tertiary,no,1379,yes,no,unknown,no
431,31,admin.,single,secondary,no,410,no,no,cellular,yes
432,31,admin.,married,secondary,no,728,yes,yes,cellular,no
433,36,management,single,tertiary,no,1373,yes,no,unknown,no
434,37,technician,married,secondary,no,5115,yes,no,cellular,yes
435,35,management,married,tertiary,no,802,yes,no,cellular,yes
436,81,retired,married,primary,no,243,no,no,cellular,yes
437,32,admin.,divorced,secondary,no,-241,no,yes,unknown,yes
438,52,unknown,married,unknown,no,5361,no,no,cellular,yes
439,24,technician,married,secondary,no,556,yes,no,cellular,yes
440,58,management,married,tertiary,no,256,no,no,cellular,yes
441,48,technician,married,secondary,no,335,no,no,unknown,no
442,30,technician,single,secondary,no,175,no,no,cellular,no
443,38,admin.,divorced,secondary,no,19,yes,no,cellular,yes
444,47,technician,married,tertiary,no,545,yes,no,cellular,no
445,53,blue-collar,married,secondary,no,21522,no,no,unknown,no
446,49,technician,divorced,tertiary,no,596,yes,no,telephone,yes
447,47,technician,married,secondary,no,0,yes,no,cellular,no
448,63,retired,married,primary,no,12067,no,no,telephone,yes
449,59,admin.,married,secondary,no,3735,no,no,cellular,yes
450,62,management,married,tertiary,no,557,no,no,cellular,yes
451,28,admin.,single,secondary,no,1076,yes,no,unknown,no
452,42,technician,married,tertiary,no,757,no,no,cellular,yes
453,57,management,married,tertiary,no,5,yes,no,cellular,no
454,30,admin.,married,secondary,no,1310,no,no,telephone,no
455,47,unemployed,single,tertiary,no,2500,no,no,cellular,no
456,55,entrepreneur,married,tertiary,no,323,yes,yes,cellular,no
457,47,technician,divorced,tertiary,no,694,yes,no,cellular,no
458,30,management,single,tertiary,no,5359,no,no,cellular,yes
459,32,blue-collar,married,primary,no,634,no,no,cellular,yes
460,50,housemaid,married,secondary,no,388,no,no,cellular,yes
461,33,blue-collar,single,secondary,no,1794,yes,no,cellular,no
462,35,technician,married,tertiary,no,25,no,no,cellular,no
463,50,blue-collar,married,primary,no,280,yes,no,unknown,no
464,33,technician,married,secondary,no,390,no,no,cellular,no
465,27,management,single,tertiary,no,107,no,no,cellular,yes
466,28,unemployed,single,secondary,yes,-353,yes,no,unknown,no
467,57,technician,divorced,tertiary,no,126,no,no,telephone,yes
468,37,blue-collar,married,secondary,no,168,yes,no,cellular,no
469,29,management,single,tertiary,no,1808,no,no,cellular,yes
470,31,blue-collar,married,secondary,no,1664,yes,no,cellular,no
