customer_id,age,job,marital,education,default,balance,home_loan,personal_loan,contact
10233,31,management,single,tertiary,no,825,yes,no,unknown
10234,31,blue-collar,single,secondary,no,23,no,no,cellular
10235,34,technician,divorced,secondary,no,-276,yes,no,unknown
10236,29,management,married,tertiary,no,0,yes,yes,cellular
10237,27,blue-collar,single,primary,no,3955,yes,no,unknown
10238,37,management,divorced,tertiary,no,1170,yes,yes,cellular
10239,42,management,single,tertiary,no,0,yes,yes,unknown
10240,45,services,married,secondary,no,561,yes,no,unknown
10241,50,management,married,tertiary,no,19,no,yes,cellular
10242,56,technician,married,secondary,no,23,no,no,cellular
10243,58,management,married,tertiary,no,96,no,no,cellular
10244,37,technician,married,tertiary,no,127,yes,no,cellular
10245,27,services,single,secondary,no,1928,no,yes,cellular
10246,37,blue-collar,married,secondary,no,342,yes,no,cellular
10247,33,technician,married,secondary,no,183,no,no,cellular
10248,35,management,married,tertiary,no,8000,no,no,cellular
10249,21,student,single,tertiary,no,1258,no,no,cellular
10250,31,technician,single,secondary,no,137,no,no,cellular
10251,31,blue-collar,married,primary,no,55,yes,yes,cellular
10252,53,management,married,tertiary,no,3754,no,no,cellular
10253,39,management,married,tertiary,no,0,no,no,cellular
10254,27,technician,married,tertiary,no,276,no,no,unknown
10255,45,blue-collar,married,primary,no,4696,no,no,unknown
10256,43,blue-collar,married,primary,no,2952,no,no,cellular
10257,32,blue-collar,married,secondary,no,4996,yes,no,unknown
10258,28,blue-collar,married,primary,no,115,yes,no,unknown
10259,36,admin.,married,tertiary,no,3221,no,no,cellular
10260,49,management,married,tertiary,no,234,no,no,cellular
10261,58,retired,married,primary,no,565,no,no,telephone
10262,42,services,single,tertiary,no,94,yes,no,cellular
10263,48,blue-collar,married,secondary,no,3776,no,no,telephone
10264,42,management,divorced,tertiary,no,0,no,no,unknown
10265,48,technician,divorced,secondary,no,-154,no,no,unknown
10266,44,entrepreneur,married,tertiary,no,1631,yes,no,cellular
10267,69,retired,married,secondary,no,0,no,no,cellular
10268,30,entrepreneur,married,secondary,no,2551,yes,no,unknown
10269,46,blue-collar,divorced,primary,no,916,yes,no,cellular
10270,27,management,single,tertiary,yes,-713,yes,no,unknown
10271,58,retired,married,secondary,no,5435,yes,no,unknown
10272,69,retired,married,primary,no,2398,no,no,cellular
10273,60,self-employed,married,secondary,no,0,no,no,unknown
10274,55,blue-collar,single,primary,no,1187,yes,no,unknown
10275,80,retired,married,secondary,no,8304,no,no,telephone
10276,38,technician,married,secondary,no,565,no,no,cellular
10277,34,technician,married,tertiary,no,1539,yes,no,cellular
10278,35,blue-collar,married,primary,no,994,yes,no,unknown
10279,37,blue-collar,divorced,secondary,no,811,yes,yes,cellular
10280,30,blue-collar,single,primary,no,185,no,no,unknown
10281,39,blue-collar,single,primary,no,581,yes,no,cellular
10282,54,management,divorced,tertiary,no,-449,yes,no,cellular
10283,31,management,married,tertiary,no,607,no,no,cellular
10284,23,blue-collar,single,secondary,no,537,yes,no,cellular
10285,59,admin.,married,secondary,no,4196,no,no,telephone
10286,39,management,married,tertiary,no,839,no,yes,cellular
10287,52,management,married,tertiary,no,0,no,no,cellular
10288,37,admin.,single,secondary,no,4803,no,no,cellular
10289,46,management,divorced,tertiary,no,0,no,yes,cellular
10290,44,unemployed,married,primary,no,97,yes,no,unknown
10291,31,management,married,tertiary,no,50,no,no,cellular
10292,32,admin.,single,tertiary,no,272,yes,no,cellular
10293,64,retired,married,primary,no,2140,no,no,cellular
10294,35,blue-collar,single,secondary,no,487,yes,no,unknown
10295,25,self-employed,married,tertiary,no,1182,yes,no,unknown
10296,34,services,single,secondary,no,4062,yes,yes,cellular
10297,38,technician,divorced,secondary,no,1221,yes,yes,cellular
10298,76,retired,divorced,primary,no,2693,no,no,cellular
10299,39,blue-collar,married,secondary,no,1307,yes,no,telephone
10300,52,management,married,tertiary,no,193,no,no,cellular
10301,43,blue-collar,married,primary,no,3064,yes,no,cellular
10302,36,management,single,tertiary,no,5958,yes,no,cellular
10303,26,technician,single,tertiary,no,15161,no,no,cellular
10304,40,retired,married,tertiary,no,794,no,no,unknown
10305,29,services,single,secondary,no,84,no,yes,unknown
10306,43,technician,divorced,secondary,no,1612,no,no,cellular
10307,33,blue-collar,married,tertiary,no,6138,yes,no,unknown
10308,40,management,married,tertiary,no,294,yes,no,cellular
10309,40,admin.,married,secondary,no,1535,yes,no,unknown
10310,43,admin.,married,secondary,no,378,no,no,cellular
10311,51,management,single,secondary,no,1610,yes,no,unknown
10312,36,management,married,primary,no,3953,yes,no,cellular
10313,39,technician,married,secondary,no,2266,no,no,cellular
10314,46,unemployed,married,secondary,no,16397,no,no,cellular
10315,62,retired,married,secondary,no,1495,no,no,cellular
10316,38,management,single,tertiary,no,623,no,no,cellular
10317,28,unemployed,married,tertiary,no,482,no,no,cellular
10318,36,management,single,tertiary,no,62,yes,no,cellular
10319,36,technician,married,tertiary,no,4388,no,no,cellular
10320,55,technician,divorced,secondary,no,3450,no,no,cellular
10321,33,admin.,single,secondary,no,241,no,no,cellular
10322,30,management,single,tertiary,no,565,yes,no,cellular
10323,33,blue-collar,married,secondary,no,0,yes,yes,cellular
10324,36,technician,married,secondary,no,1345,yes,no,unknown
10325,45,management,single,tertiary,no,16,no,no,cellular
10326,36,management,married,tertiary,no,255,no,no,cellular
10327,49,housemaid,married,primary,no,889,no,no,telephone
10328,56,services,married,primary,no,486,no,yes,telephone
10329,43,admin.,single,tertiary,no,664,yes,no,cellular
10330,38,entrepreneur,married,tertiary,no,678,no,yes,cellular
10331,53,unemployed,married,secondary,no,582,yes,no,unknown
10332,34,admin.,single,tertiary,no,625,no,yes,unknown
10333,34,blue-collar,divorced,secondary,no,0,yes,no,cellular
10334,34,management,single,tertiary,no,404,yes,no,cellular
10335,32,blue-collar,married,primary,no,0,yes,yes,cellular
10336,31,services,married,secondary,no,-327,yes,no,unknown
10337,32,management,married,tertiary,no,128,yes,no,cellular
10338,58,retired,single,primary,no,999,no,no,cellular
10339,36,blue-collar,married,primary,no,973,yes,yes,unknown
10340,49,technician,single,secondary,no,1377,no,no,cellular
10341,60,unemployed,married,primary,no,0,no,no,cellular
10342,59,retired,married,primary,no,1634,yes,yes,cellular
10343,70,retired,married,primary,no,2346,no,no,cellular
10344,37,blue-collar,married,primary,no,-106,yes,yes,cellular
10345,32,technician,married,secondary,no,963,no,no,cellular
10346,28,services,married,secondary,no,4,yes,no,unknown
10347,25,management,single,tertiary,no,1602,yes,no,cellular
10348,40,services,single,secondary,no,316,no,no,unknown
10349,32,technician,married,tertiary,no,3850,yes,no,cellular
10350,36,management,married,secondary,no,1989,no,no,unknown
10351,34,management,married,tertiary,no,3031,no,no,cellular
10352,53,blue-collar,married,secondary,no,1093,yes,yes,unknown
10353,46,admin.,single,secondary,no,272,no,no,cellular
10354,31,management,single,tertiary,no,1858,no,no,cellular
10355,43,entrepreneur,single,tertiary,no,42,no,no,cellular
10356,46,technician,married,secondary,no,3,yes,yes,cellular
10357,45,admin.,married,secondary,no,205,no,no,cellular
10358,29,self-employed,single,tertiary,no,162,no,yes,cellular
10359,46,technician,married,secondary,no,1167,yes,no,cellular
10360,53,technician,married,secondary,no,4930,no,yes,cellular
10361,76,retired,married,primary,no,163,no,no,telephone
10362,36,technician,married,tertiary,no,376,no,no,cellular
10363,31,management,single,tertiary,no,2983,yes,no,cellular
10364,55,admin.,married,secondary,no,8304,no,no,cellular
10365,53,unknown,married,primary,no,732,no,no,cellular
10366,31,admin.,married,secondary,no,89,no,no,unknown
10367,37,management,married,secondary,no,565,no,no,cellular
10368,38,blue-collar,divorced,secondary,no,2998,yes,no,unknown
10369,37,blue-collar,married,secondary,no,125,no,no,unknown
10370,36,management,single,tertiary,no,1089,yes,no,unknown
10371,29,unemployed,single,primary,no,1374,no,no,cellular
10372,47,technician,married,secondary,no,293,no,no,cellular
10373,41,blue-collar,married,primary,no,449,yes,no,cellular
10374,39,blue-collar,divorced,primary,yes,-294,yes,no,unknown
10375,35,admin.,single,secondary,no,-32,no,yes,cellular
10376,34,management,single,tertiary,no,5,no,no,cellular
10377,33,blue-collar,married,secondary,no,-267,yes,no,cellular
10378,36,unemployed,married,tertiary,no,154,no,no,cellular
10379,58,entrepreneur,married,secondary,no,2,no,no,unknown
10380,26,services,single,secondary,no,209,yes,no,cellular
10381,58,technician,married,secondary,no,99,no,no,telephone
10382,32,self-employed,married,secondary,no,409,no,no,cellular
10383,53,blue-collar,married,secondary,no,0,yes,no,cellular
10384,50,management,married,tertiary,no,101,yes,no,unknown
10385,47,admin.,married,tertiary,no,12276,no,no,unknown
10386,33,technician,married,tertiary,no,5641,no,no,cellular
10387,35,management,married,unknown,no,1128,yes,no,unknown
10388,24,admin.,single,tertiary,no,1141,yes,no,unknown
10389,33,blue-collar,married,secondary,no,58,no,no,unknown
10390,44,unemployed,married,secondary,no,0,no,no,cellular
10391,52,self-employed,married,secondary,no,517,no,no,cellular
10392,58,retired,married,primary,no,5092,no,no,unknown
10393,27,services,single,secondary,no,453,no,no,cellular
10394,58,management,married,tertiary,no,287,yes,no,cellular
10395,53,services,divorced,primary,no,-291,yes,yes,unknown
10396,58,admin.,married,secondary,no,1813,yes,no,telephone
10397,37,services,married,secondary,no,1543,yes,no,cellular
10398,44,admin.,divorced,tertiary,no,558,yes,no,cellular
10399,33,services,divorced,secondary,no,2411,yes,no,cellular
10400,57,technician,married,primary,no,3376,yes,no,telephone
10401,38,services,single,secondary,no,0,yes,no,unknown
10402,42,entrepreneur,married,secondary,no,324,yes,no,cellular
10403,49,technician,divorced,tertiary,no,1807,yes,no,cellular
10404,49,admin.,single,secondary,no,7426,no,no,telephone
10405,31,management,married,tertiary,no,0,yes,no,cellular
10406,34,technician,married,tertiary,no,178,yes,no,cellular
10407,38,management,married,tertiary,no,3436,no,no,cellular
10408,27,management,single,tertiary,no,1137,yes,no,cellular
10409,35,student,married,tertiary,no,387,yes,no,cellular
10410,35,technician,married,secondary,no,-180,no,yes,cellular
10411,29,blue-collar,married,secondary,no,15,no,no,cellular
10412,38,blue-collar,married,secondary,no,-40,yes,no,unknown
10413,41,housemaid,married,secondary,no,879,no,no,unknown
10414,52,management,married,secondary,no,0,yes,yes,unknown
10415,42,blue-collar,single,primary,no,156,yes,no,telephone
10416,36,blue-collar,married,primary,no,1177,no,no,cellular
10417,55,self-employed,married,secondary,no,12159,yes,no,cellular
10418,34,services,married,secondary,no,-451,yes,yes,cellular
10419,59,admin.,married,secondary,no,0,yes,no,cellular
10420,64,management,married,tertiary,no,3951,no,no,cellular
10421,34,blue-collar,married,secondary,no,-257,yes,no,cellular
10422,34,self-employed,married,tertiary,no,7602,no,no,cellular
10423,47,services,married,secondary,no,405,no,yes,cellular
10424,42,management,married,tertiary,no,0,no,no,cellular
10425,34,technician,married,tertiary,no,3743,yes,no,cellular
10426,44,blue-collar,married,primary,no,2,no,yes,telephone
10427,27,services,single,secondary,no,223,yes,yes,cellular
10428,41,technician,single,secondary,no,769,no,yes,cellular
10429,37,admin.,married,secondary,no,0,yes,no,cellular
10430,50,management,married,tertiary,no,1396,no,no,cellular
10431,32,management,single,tertiary,no,1966,no,no,cellular
10432,33,technician,single,tertiary,no,154,no,no,cellular
10433,55,retired,married,tertiary,no,357,yes,no,cellular
10434,34,management,married,tertiary,no,703,yes,no,cellular
10435,52,management,married,tertiary,no,1319,yes,no,cellular
10436,42,management,married,tertiary,no,72,yes,no,cellular
10437,26,services,married,secondary,no,77,yes,no,cellular
10438,41,entrepreneur,married,secondary,no,187,no,yes,cellular
10439,41,services,divorced,tertiary,no,1583,yes,no,cellular
10440,31,management,single,tertiary,no,296,no,yes,cellular
10441,33,management,single,tertiary,no,383,yes,no,cellular
10442,38,admin.,divorced,secondary,no,407,yes,yes,cellular
10443,37,blue-collar,married,primary,no,0,yes,no,unknown
10444,72,self-employed,married,tertiary,no,132,no,no,cellular
10445,34,technician,single,secondary,no,664,yes,yes,cellular
10446,75,retired,married,secondary,no,291,no,no,cellular
10447,38,admin.,married,secondary,no,0,yes,no,telephone
10448,50,blue-collar,married,primary,no,-37,yes,no,unknown
10449,43,admin.,single,secondary,no,1707,yes,no,cellular
10450,32,management,married,tertiary,no,607,yes,no,unknown
10451,39,blue-collar,married,primary,no,766,yes,no,unknown
10452,46,admin.,divorced,secondary,no,-637,yes,no,cellular
10453,26,management,single,tertiary,no,1623,no,no,cellular
10454,53,management,married,tertiary,no,261,no,no,cellular
10455,45,self-employed,married,secondary,no,7,no,no,cellular
10456,34,blue-collar,married,secondary,no,800,no,no,cellular
10457,53,technician,married,tertiary,no,2557,no,no,cellular
10458,50,entrepreneur,married,primary,no,237,yes,yes,unknown
10459,34,unemployed,married,secondary,no,428,yes,no,cellular
10460,60,retired,divorced,secondary,no,4243,no,no,cellular
10461,28,services,single,secondary,no,5090,yes,no,unknown
10462,50,blue-collar,married,secondary,no,3558,no,no,cellular
10463,60,blue-collar,married,unknown,no,2090,yes,no,cellular
10464,30,admin.,single,secondary,no,3528,no,no,cellular
10465,26,admin.,married,secondary,no,710,yes,yes,unknown
10466,60,retired,married,primary,no,894,yes,no,unknown
10467,37,services,divorced,secondary,no,239,yes,no,unknown
10468,36,services,married,secondary,no,4721,no,no,cellular
10469,32,management,divorced,tertiary,no,787,yes,no,cellular
10470,63,retired,married,unknown,no,2193,no,no,telephone
10471,59,retired,divorced,secondary,no,1026,no,no,unknown
10472,30,student,single,tertiary,no,7529,no,no,cellular
10473,53,management,married,primary,no,13901,yes,no,cellular
10474,32,technician,single,secondary,no,12,no,no,cellular
10475,53,blue-collar,married,primary,no,1388,no,no,cellular
10476,46,unemployed,divorced,secondary,no,0,no,no,cellular
10477,40,self-employed,married,secondary,no,311,yes,no,unknown
10478,30,admin.,married,tertiary,no,26,yes,no,cellular
10479,82,housemaid,divorced,primary,no,1381,no,no,cellular
10480,43,unemployed,married,tertiary,no,0,no,no,cellular
10481,50,technician,divorced,secondary,no,396,no,no,unknown
10482,26,services,married,secondary,no,-379,yes,yes,cellular
10483,53,management,married,tertiary,no,12,no,no,cellular
10484,21,student,single,secondary,no,2488,no,no,cellular
10485,68,retired,divorced,secondary,no,4189,no,no,telephone
10486,32,services,married,secondary,no,-344,no,yes,cellular
10487,32,services,single,secondary,no,310,yes,no,unknown
10488,43,services,married,secondary,no,-236,yes,no,cellular
10489,59,housemaid,married,primary,no,100,no,no,cellular
10490,60,admin.,divorced,secondary,no,683,no,no,cellular
10491,42,technician,married,secondary,no,1812,yes,no,cellular
10492,35,management,married,tertiary,no,611,no,no,cellular
10493,36,entrepreneur,divorced,tertiary,no,3407,no,no,cellular
10494,52,entrepreneur,divorced,secondary,no,7,no,no,cellular
10495,57,housemaid,divorced,primary,no,8278,no,no,cellular
